Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Heart-Shaped Box	In Utero	81	Nirvana	0x0DwiHEBZnAXSee0qTzQY	278933	False	0	0.496	0.718	1	-9.554	1	0.0459	0.0954	0.0297	0.37	0.0775	101.735	4
Black Stick	The Honeymoon Is Over	80	The Cruel Sea	248v7n9dScCunpukQ2gpuo	297500	False	35	0.741	0.563	5	-10.117	0	0.0441	0.00693	0.521	0.817	0.539	115.855	4
The Ship Song - 1998 Digital Remaster	The Best Of Nick Cave And The Bad Seeds	79	Nick Cave & The Bad Seeds	2UW9OFUzClq1eDL21249U4	282840	False	0	0.317	0.416	7	-9.329	1	0.0297	0.284	2.43e-06	0.112	0.142	143.03	4
Human Behaviour	Debut	78	Björk	5OnyZ56HLhrWOXdzeETqLk	252360	False	48	0.681	0.65	2	-14.637	1	0.0358	0.0396	0.0358	0.508	0.101	109.454	4
What's Up?	Bigger, Better, Faster, More !	77	4 Non Blondes	0jWgAnTrNZmOGmqgvHhZEm	295493	False	78	0.561	0.555	11	-9.734	0	0.0287	0.16	0	0.497	0.114	134.369	4
Feed the Tree	Star	76	Belly	3L19vBWH4jTHNXbuBaHbUN	209000	False	46	0.547	0.718	0	-8.309	1	0.0269	0.00325	0.672	0.868	0.0718	137.978	4
Are You Gonna Go My Way	Are You Gonna Go My Way	73	Lenny Kravitz	45Ia1U4KtIjAPPU7Wv1Sea	211933	False	72	0.619	0.67	11	-10.319	0	0.0353	0.00165	0.0109	0.777	0.331	129.267	4
All That She Wants	Happy Nation	72	Ace of Base	4PifbP29I4IF0I437LTMW3	213040	False	8	0.795	0.497	11	-13.661	1	0.0659	0.00571	6.75e-05	0.857	0.118	93.744	4
Constant Craving	Ingenue	71	k.d. lang	4J8zXeUCq3Wk8LlMMfOwCJ	276920	False	2	0.604	0.685	5	-7.829	0	0.0267	0.0621	2.79e-05	0.329	0.0709	128.311	4
Numb	Zooropa	70	U2	05bfGVaO6h35RHlCnB4Myo	260173	False	2	0.528	0.34	10	-18.181	0	0.0472	0.0147	0.922	0.114	0.574	180.484	4
Jessie	Dragline	69	Paw	2l5kLItrukYUQ9UM40mFOT	194000	False	28	0.32	0.894	5	-8.605	1	0.0893	0.0047	0.0121	0.492	0.0947	154.136	4
Pets	Porno For Pyros	68	Porno for Pyros	5kcQEPksJHTOLQ4In5oGN2	216733	True	55	0.578	0.515	11	-9.541	1	0.0347	0.05	0.0268	0.302	0.119	112.879	4
Cantaloop (Flip Fantasia)	Hand On The Torch	67	Us3, Rahsaan, Gerard Presencer	06DSI8L6IT8SizCw3JLckz	279360	False	49	0.851	0.651	5	-11.515	0	0.0601	0.109	1.2e-05	0.942	0.124	115.992	4
Shoop	The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection	66	Salt-N-Pepa	2c7H254xlKoGhmZT194C0T	247400	False	46	0.939	0.72	0	-5.565	1	0.216	0.0816	0	0.786	0.147	96.918	4
The Right Time	Crank	65	Hoodoo Gurus	0IKom0qYQZKhDu454xpQgC	233560	False	0	0.409	0.998	11	-1.626	1	0.072	0.00168	0.00168	0.299	0.0893	165.522	4
My Sister	The White Broken Line: live recordings	64	Juliana Hatfield	6upqkKERHpzh514GLBdWBG	217640	False	19	0.444	0.816	8	-7.843	0	0.0608	0.336	0.00421	0.359	0.911	138.816	4
Get Me	Where You Been [Digital Version] [with Bonus Track]	63	Dinosaur Jr.	6K7bKhh4RxxVJ6c0lUUCTG	351933	False	0	0.204	0.822	0	-4.818	1	0.0518	0.00278	0.00106	0.331	0.189	143.1	4
Friday I'm In Love	Greatest Hits	62	The Cure	0ZEXLvA1oGRMZCbbfRNdky	215293	False	6	0.541	0.943	7	-4.297	0	0.0377	0.00075	0.0021	0.483	0.368	135.956	4
Push th' Little Daisies	Pure Guava	61	Ween	2fX2DfFf5Qq1kYpHu8OMlC	169960	False	0	0.714	0.713	6	-7.072	1	0.0533	0.18	2.26e-05	0.968	0.0503	155.98	4
Dreams	Find Your Way	59	Gabrielle	4rV3AYCf4BBBCkIpyLPwUP	223533	False	63	0.749	0.461	9	-13.652	1	0.0362	0.169	0	0.566	0.0681	98.783	4
Cherub Rock	Guitar Hero III Legends of Rock Companion Pack	58	The Smashing Pumpkins	7Aw4ObsRicBTtPY6KVGeAI	297773	False	0	0.332	0.893	9	-5.247	1	0.0426	3.84e-06	0.78	0.429	0.442	86.462	4
Start Choppin'	Where You Been [Digital Version] [with Bonus Track]	56	Dinosaur Jr.	5vlvuYDeC10hTC82qT6In3	340186	False	4	0.373	0.755	2	-7.574	1	0.103	0.00411	0.000799	0.57	0.0635	111.813	4
Detachable Penis	Happy Hour	55	King Missile	7wXPymdFwPwxd6pwt267Tx	203240	False	38	0.693	0.767	2	-8.639	1	0.0329	0.0513	0.00279	0.822	0.0278	111.421	4
Tease Me	True Reggae	54	Chaka Demus & Pliers	4FlupGCHOTx5nZAxPS0ZCJ	219506	False	3	0.948	0.567	8	-10.169	1	0.0705	0.185	3.08e-05	0.905	0.287	136.54	4
Night of the wolverine 2	Night of the Wolverine	53	Dave Graney 'N' The Coral Snakes	0jpegA3COqrTkcfnX179Q3	512333	False	0	0.623	0.534	9	-10.414	1	0.0298	0.184	1.37e-06	0.293	0.0939	124.125	4
Bi	Stain	52	Living Colour	5SfK0HmGPGk8J0aZg8PAWr	286133	False	24	0.713	0.737	9	-7.458	1	0.0463	0.392	0	0.64	0.058	103.617	4
Adam's Ribs	Sound As Ever	51	You Am I	7AyboW0iKKaWqtvqRq8dXh	234173	False	17	0.2	0.863	4	-8.288	1	0.0645	0.00492	0.231	0.505	0.157	140.394	4
Would?	Dirt	50	Alice In Chains	28kObNFRLVjnB0sw4K4W8I	206773	False	0	0.305	0.832	6	-7.981	1	0.0398	0.000332	2.4e-05	0.585	0.091	100.677	4
Runaway Train	Grave Dancers Union	49	Soul Asylum	6jA1EDXarBl4yIGlMdHHGe	266666	False	52	0.614	0.713	0	-8.07	1	0.0434	0.0143	0	0.561	0.115	117.351	4
Taillights Fade	Let Me Come Over	48	Buffalo Tom	1YPbHwKOteq2uTnjctByxN	224800	False	0	0.32	0.858	4	-8.569	0	0.0486	0.00645	0	0.308	0.0859	84.564	4
Holy Grail	Living In Large Rooms and Lounges	47	Hunters & Collectors	2fzHRO1ALqS03ztSEfLB53	194093	False	19	0.568	0.443	4	-9.113	1	0.0409	0.868	0	0.507	0.909	101.743	4
Alive And Brilliant	Bitch Epic	46	Deborah Conway	3SlPal4Eu1JHNj6yubeziF	244400	False	22	0.579	0.576	9	-9.094	1	0.0449	0.0963	9.59e-06	0.746	0.116	157.901	5
Can You Forgive Her? - 2001 Remastered Version	Very: Further Listening 1992-1994	45	Pet Shop Boys	3NIX0G2ajYENIRQzhLQ4Ua	234266	False	0	0.513	0.89	6	-5.451	0	0.05	0.0534	0	0.71	0.225	173.329	3
Jesus was Way cool	Mystical Shit/Fluting on the Hump	43	King Missile	0E1RvIsqe7cFPIkbM0PVEd	162266	False	0	0.371	0.176	9	-22.3	0	0.0746	0.887	0.00948	0.148	0.089	175.18	3
Distant Sun	Together Alone	41	Crowded House	4oh6NKtMdiXIhgGGQBR09b	229738	False	50	0.409	0.718	3	-7.967	1	0.0272	0.00826	0.00014	0.647	0.122	111.462	4
Easy	Angel Dust	39	Faith No More	4zzvMG8KrsykYtvFEJ99Cl	186960	False	55	0.506	0.554	10	-6.743	0	0.0339	0.339	0.000355	0.375	0.112	124.724	4
Nearly Lost You	Sweet Oblivion	37	Screaming Trees	7qzFXUvBk7lELXuxVREypV	247093	False	48	0.166	0.971	7	-5.231	1	0.119	3.84e-05	6.15e-05	0.434	0.21	202.234	4
Regret	Republic	36	New Order	2NphJ0mVP7y3qtLt5H5URY	249840	False	32	0.504	0.966	5	-3.116	1	0.0329	0.000819	0.0747	0.742	0.226	129.595	4
Something Good	UTAH SAINTS	35	Utah Saints	1ufw4MHpNrimD5e6pna6JA	355880	False	2	0.53	0.95	6	-10.553	1	0.0423	0.000517	0.821	0.507	0.13	126.86	4
Boom Shack-A-Lak	Make Way For The Indian	34	Apache Indian	5rYJbmPYDaC4yJ8toRSrof	271333	False	19	0.764	0.701	6	-8.157	0	0.0298	0.0309	1.32e-06	0.901	0.825	134.015	4
Mr. Vain Recall - Radio Edit	Mr. Vain Recall	33	Culture Beat	1CJbLAkUiPXrttszpQhnO6	213413	False	8	0.549	0.947	2	-5.141	1	0.0702	0.00191	0.0322	0.38	0.333	139.747	4
Animal Nitrate (Remastered)	Suede (Remastered)	32	Suede	7FTmBYe7DHiOx1ZdaNzbZb	206333	False	37	0.25	0.912	6	-4.861	1	0.0487	0.53	0	0.303	0.0775	102.204	4
Nothingness	Stain	30	Living Colour	7ciqHZqJQUdiqDXa7VxKDI	210693	False	24	0.568	0.665	11	-10.462	1	0.0358	0.567	0.000187	0.277	0.106	104.026	4
Mr. Wendal	3 Years, 5 Months And 2 Days In The Life Of...	28	Arrested Development	5DOYik1z3Of1wAFfY3dYbC	247506	False	50	0.884	0.37	8	-11.353	1	0.112	0.0188	0.00423	0.883	0.026	109.997	4
The Drowners (Remastered)	Suede (Remastered)	26	Suede	3rGj4Y2nIBehsEmU1w8XvV	250160	False	23	0.44	0.906	8	-4.78	1	0.0392	0.0453	0	0.652	0.0875	148.111	4
Lost	Everybody Everywhere	24	The Badloves	0zso8t7b6Npc9FR6qd0YRO	212733	False	20	0.495	0.568	7	-11.878	1	0.029	0.0858	3.2e-06	0.518	0.179	112.315	4
Deep	Walthamstow	23	East 17, Ian Curnow / Phil Harding	0NFKNetE3MaqtlKf4zQlGc	248026	False	0	0.578	0.661	0	-11.22	1	0.0658	0.0246	0.00515	0.78	0.353	184.088	4
Mrs. Robinson	It's A Shame About Ray [Expanded Edition]	22	The Lemonheads	3672j9qcUufXuGwVoXHaeK	224480	False	7	0.495	0.936	4	-7.196	0	0.0401	0.0111	0.000709	0.837	0.276	107.394	4
Rooster	Dirt	21	Alice In Chains	0wvIGFIgbyz4JNwQhZgTv2	374333	False	67	0.269	0.551	10	-8.456	0	0.0274	0.0307	0.000619	0.202	0.118	144.408	3
Insane in the Brain	Black Sunday	20	Cypress Hill	4hJuGsM3LDjSEZo8J0M889	208200	True	0	0.896	0.619	8	-10.453	0	0.23	0.0236	0.211	0.765	0.0998	102.233	4
Green Limousine	Everybody Everywhere	19	The Badloves	53uz0XIr6kPmUYNlpk0WG1	225773	False	17	0.773	0.336	7	-13.364	1	0.0362	0.295	0.000685	0.955	0.115	111.796	4
Your Eyes (Remix)	4AD Presents the 13 Year Itch	18	Underground Lovers	0QBYoySTf0p81PtGVkeBN5	278226	False	13	0.556	0.856	6	-9.944	0	0.0362	6.34e-05	0.719	0.83	0.283	110.195	4
Bullet In the Head	Rage Against The Machine	17	Rage Against The Machine	11cxKUEgnVAlesUKt4e3br	307066	True	48	0.418	0.806	4	-6.965	1	0.128	0.0032	0.000788	0.447	0.623	164.202	4
Three Little Pigs	Cereal Killer Soundtrack	16	Green Jelly	6DiPkm7C3LD9XsJWTGPFgv	353640	False	45	0.449	0.95	7	-4.978	1	0.225	0.0115	3.66e-05	0.339	0.514	144.469	4
World (Price of Love)	The Best Of New Order	15	New Order	55juejNx4mfuj5M5Ln83of	219880	False	35	0.617	0.968	2	-3.511	0	0.0427	0.0138	0.00145	0.72	0.0604	127.595	4
Dixie Drug Store	Fuzzy	13	Grant Lee Buffalo	2qinPaekLz6ayMzxEOPZcF	308000	False	0	0.517	0.607	10	-13.7	0	0.0677	0.363	0.000233	0.535	0.449	87.263	4
Aboriginal Woman	Caama 25 Year Anniversary Compilation CD 2	12	Mixed Relations	1s0PTLDpAvzBAUymv3xFh4	190960	False	9	0.716	0.523	11	-13.45	0	0.137	0.216	1.35e-06	0.957	0.0685	132.141	4
For Tomorrow	Modern Life Is Rubbish	11	Blur	6j8paOITkZ5Ybrg5osqeVk	260133	False	0	0.642	0.657	11	-11.893	0	0.0264	0.0158	0	0.731	0.0923	95.929	4
Happy Birthday Helen	THE YEARNING	10	Things Of Stone and Wood	4H3aS6slQrNt9GqsDzKNOL	228666	False	38	0.447	0.676	5	-8.99	1	0.0302	0.000355	0	0.663	0.334	138.194	4
I Feel You - 2006 Digital Remaster	Songs of Faith and Devotion	9	Depeche Mode	7j7DZatUxIPjCSIMf4sJob	276226	False	0	0.468	0.913	2	-8.232	1	0.0805	0.0261	0.0494	0.144	0.45	123.007	3
Man On The Moon	Automatic For The People (U.S. Version)	8	R.E.M.	74q8a3WdCCSHbRLU2aoP8a	313533	False	11	0.647	0.727	7	-6.323	1	0.0261	0.401	0.000408	0.695	0.144	118.57	4
Sweat (A La La La La Long)	Blazzin' Fire	7	Inner Circle	1SssFw74DdHVjRa6ADggdD	227067	False	70	0.787	0.727	0	-7.705	1	0.224	0.0124	0	0.936	0.157	173.025	4
Delivery Man	The Honeymoon Is Over	6	The Cruel Sea	1XARLoDHobFwBHM1pV0NHA	307250	False	26	0.557	0.9	5	-7.636	1	0.111	0.00924	0.299	0.735	0.142	153.147	4
Candy Everybody Wants	Our Time In Eden	5	10,000 Maniacs	32xXojNvbRTQ9qfb3mWR69	185960	False	37	0.622	0.876	10	-6.31	1	0.0305	0.0193	0.00684	0.867	0.0987	104.97	4
Rubberband Girl - 2011 Remastered Version	The Red Shoes	4	Kate Bush	0brZICjfns7rrzXOt5B5HC	284256	False	31	0.609	0.7	1	-11.57	1	0.0288	0.0799	0.157	0.869	0.253	120.495	4
Freedom	Bloodlines	3	Kev Carmody	78Zw9oXZqIIPFPQOE1YyuT	409826	False	0	0.682	0.584	0	-15.19	1	0.0622	0.182	0.000407	0.776	0.143	139.04	4
Ebeneezer Goode	Ebeneezer Goode - EP	2	The Shamen	3GRdf7V0K5uJJ0mFbLWT1n	234786	False	1	0.601	0.963	1	-9.769	0	0.0546	0.00319	0.00441	0.491	0.19	126.03	4
Gloria	The Best Of Van Morrison Volume 3	1	Van Morrison, John Lee Hooker	0o6pmD0FEKabLi7ZPXzc5r	319813	False	0	0.669	0.677	9	-7.089	1	0.0395	0.0451	0.00357	0.881	0.126	131.93	4
