Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Relapse	Bigbiglove	85	Little Birdy	6muFl5r979gR1CTj8mxjmd	216253	False	0	0.369	0.677	1	-2.692	1	0.0305	0.0001	0	0.239	0.106	76.002	4
Taylor	On And On	84	Jack Johnson	1J4YoubtTxLuoKBzRIzHvv	238826	False	59	0.892	0.704	9	-8.314	0	0.106	0.176	0.0372	0.648	0.0945	87.025	4
Diamonds On The Inside	Diamonds On The Inside	83	Ben Harper	6FvtSHS3hzjS8itHJPRzoJ	266906	False	57	0.527	0.736	10	-6.476	0	0.0386	0.0479	2.33e-05	0.731	0.185	77.965	4
Rollover D.J.	Get Born	82	Jet	2CNYns4imTBYe52m98xXqM	196600	False	44	0.489	0.918	0	-3.762	1	0.0513	0.000309	8.59e-06	0.63	0.102	133.554	4
Feeler - Michael Brauer Mix	Feeler	81	Pete Murray	6TWEhIADgeW7s5M4UAIGaZ	261613	False	38	0.433	0.742	7	-6.509	1	0.0364	0.00733	0.0235	0.716	0.1	98.088	4
Fortune Faded	Greatest Hits	79	Red Hot Chili Peppers	3UaE7sNMxgJXBoVvhr4jcY	201266	False	0	0.524	0.946	11	-3.081	0	0.0395	0.00163	0	0.613	0.242	119.156	4
Who's Gonna Save Us	MODERN ARTillery (U.S. Version)	78	The Living End	4atWk9H40DICjWl4yUa9rX	201293	False	12	0.573	0.889	7	-3.91	1	0.0544	0.0119	0	0.596	0.117	140.23	4
The Horizon Has Been Defeated - Single Version	On And On	77	Jack Johnson	0goEaYw1cI7ubi2YO2WMFJ	152133	False	45	0.804	0.917	6	-6.301	1	0.177	0.0158	0.0122	0.624	0.0822	168.045	4
Baby Blue	Little Birdy EP	76	Little Birdy	0dJkH3jzI3XO1w8qydF4UJ	239400	False	22	0.473	0.734	9	-4.884	0	0.0266	0.302	0.0196	0.34	0.233	164.062	4
Russell Crowe's Band	Sans Souci	75	Frenzal Rhomb	6T8pg3GQNt7TBVrEW75p4r	71586	False	0	0.252	0.955	8	-4.199	1	0.108	1.1e-05	0.0021	0.405	0.394	95.071	3
There's Always Someone Cooler Than You	The Best Imitation Of Myself: A Retrospective	74	Ben Folds	0TwgnGQ60IDeq3aPGSuAek	250240	False	21	0.574	0.895	0	-4.509	1	0.0271	0.0221	0.000126	0.614	0.348	109.883	4
Danger! High Voltage (Soulchild Radio Mix)	Fire	73	Electric Six	1vRBB8zppBMnZawmRpRffx	214600	False	2	0.657	0.699	11	-4.718	0	0.0297	2.15e-05	0.153	0.523	0.0525	123.017	4
With My Own Two Hands	Diamonds On The Inside	72	Ben Harper	1Xb8GfUSYCqAkcNrd6pW0M	274693	False	43	0.757	0.706	4	-6.754	0	0.294	0.0179	8.64e-05	0.872	0.154	80.528	4
The Bitter End	Original Hits - Alternative	71	Placebo	58aKqh8x2ZMhpd5XcI9PoX	192493	False	9	0.336	0.933	3	-4.223	0	0.0456	4.35e-05	0.0857	0.475	0.148	186.071	4
Time Is Running Out	Absolution	70	Muse	2takcwOaAZWiXQijPHIx7B	237039	False	67	0.585	0.842	9	-5.883	0	0.0556	0.00242	0.00686	0.428	0.0866	118.211	4
The Last High	Welcome To The Monkey House	69	The Dandy Warhols	4jWtqHOLwFoXMsXtlnBK7v	286653	False	48	0.687	0.858	11	-6.744	0	0.0276	0.00717	0.401	0.931	0.13	121.135	4
Gay Bar	Fire	68	Electric Six	1bs2kmXeGoo8HEQaNDL1sT	140906	False	3	0.394	0.976	7	-5.248	1	0.0931	0.00013	0.00123	0.312	0.161	171.986	4
Everyone Deserves Music	Everyone Deserves Music	67	Michael Franti & Spearhead	3CLjmtQ5IBsAYT9zazi1F6	276626	False	0	0.688	0.809	2	-4.661	1	0.0298	0.0715	0.00267	0.474	0.108	111.049	4
Plastic Loveless Letter	Tough Love (Std Edition)	66	Magic Dirt	6MzG4xUhUHNLZBe3RAC2cX	251786	False	29	0.5	0.869	2	-4.781	1	0.0324	0.0284	0	0.641	0.484	139.749	4
Just Because	Strays	65	Jane's Addiction	3k6L0H08zSY5yRDgqI8fqx	231853	False	51	0.369	0.996	10	-1.531	0	0.0931	3.83e-05	0.14	0.209	0.249	98.162	4
Days Like These	Two Shoes (Online Partner e-Release)	64	The Cat Empire	6yesflRFqQaXffNWbjytHJ	248706	False	0	0.654	0.864	7	-4.45	1	0.0627	0.227	0	0.911	0.373	102.771	4
Coming Home	Distant Light	62	Alex Lloyd	4UMS3423hP5cmg1dUUVsKK	186067	False	24	0.497	0.881	4	-2.906	1	0.0341	0.00319	0.000361	0.509	0.167	104.093	4
Times Like These	On And On	61	Jack Johnson	4WM22pqXRZkcdrp7alhjsv	140626	False	58	0.806	0.472	4	-7.627	1	0.0667	0.592	0.133	0.7	0.109	142.959	4
Black Bird	Learn Yourself	60	The Beautiful Girls	70t94SVh6ci30hcjgoJpxL	235826	False	0	0.682	0.325	4	-6.545	0	0.062	0.11	0.000101	0.576	0.159	84.063	4
Stockholm Syndrome	Absolution	59	Muse	5VVWgWH8HFLAtM8lbttvn9	297000	False	59	0.434	0.977	2	-4.845	1	0.0786	0.00187	0.166	0.0939	0.347	128.223	4
12:51	Room On Fire	58	The Strokes	3RPbswxSkQsVRtwwfy4hrD	153293	False	42	0.448	0.87	4	-3.842	1	0.0388	0.313	0.8	0.578	0.0993	145.028	4
Dumb Enough	The Calling	57	Hilltop Hoods	6Wr2bGRXDV7kQrbVGgxOGr	241640	True	0	0.737	0.722	10	-5.575	1	0.347	0.0498	6.27e-05	0.618	0.102	169.119	4
Weak And Powerless	Thirteenth Step	56	A Perfect Circle	7gDVjl5fEw2OPAtjbW4LzR	195133	False	56	0.483	0.841	1	-7.494	0	0.0523	0.000172	0.861	0.129	0.108	159.747	3
77 %	An Elefant Never Forgets	55	The Herd	6hYoip0BKDOkznLHbaQCqG	282906	False	29	0.641	0.77	8	-5.331	1	0.281	0.102	0	0.767	0.242	100.0	4
Bomb The World	Everyone Deserves Music	54	Michael Franti & Spearhead	6EWtr3kMofKk82g54nOtFF	268800	False	0	0.692	0.72	7	-5.457	1	0.0352	0.035	0.000202	0.748	0.168	92.04	4
There, There	Hail To The Thief	53	Radiohead	5uoEJt1JhkSq1CrJw93I0E	323600	False	0	0.614	0.677	9	-8.317	0	0.0323	0.0193	0.518	0.717	0.108	126.477	4
2 + 2 = 5	Hail To The Thief	52	Radiohead	0yeJZaM09venrf1bkQB70R	199360	False	0	0.443	0.717	5	-5.498	0	0.0504	0.182	5.1e-05	0.386	0.345	149.582	4
Fisherman's Daughter - Original	Up All Night	51	The Waifs	30m3JJToG9adad7KvKXWrU	283680	False	2	0.449	0.456	0	-7.726	1	0.03	0.779	0.00204	0.408	0.16	175.979	4
Sista - Live	Living 2001 - 2002	50	John Butler Trio	0mpCkLTHZ1TzCXOMv2bwMo	248346	False	0	0.43	0.79	0	-6.991	1	0.0362	0.401	0.00372	0.357	0.387	129.331	4
Just Pretend - E.P. Version	The Bens	49	The Bens	2W7CvVrRa5NarHynnnpYzX	181626	False	22	0.601	0.533	7	-8.179	1	0.0248	0.485	0	0.498	0.122	101.678	4
Feeling This	blink-182 (explicit version) [Explicit Version]	48	blink-182	3lliWm2P4hbTDqBq36yGyk	172613	True	0	0.403	0.972	4	-3.991	1	0.122	0.0772	0	0.583	0.473	173.18	4
Let Me Be	Food In The Belly	47	Xavier Rudd	3oxGtOS3Z3H6gfsWFDdTSg	251994	False	39	0.563	0.496	2	-9.252	1	0.127	0.665	0.000615	0.617	0.119	92.372	4
Greed For Your Love - EP Version	The EP Collectibles	46	Missy Higgins	5QTjPazNNKwyjqwPZ9tQ7L	247800	False	0	0.385	0.381	4	-6.92	0	0.03	0.565	0	0.195	0.123	74.879	4
Franco Un-American	The War On Errorism	45	NOFX	00AgttKx4gRJghhPETFrOE	145466	False	1	0.559	0.89	7	-3.597	1	0.0682	0.0503	0	0.648	0.175	150.292	4
Work It	Under Construction	44	Missy Elliott	3jagJCUbdqhDSPuxP8cAqF	263226	True	70	0.884	0.677	1	-5.603	1	0.283	0.0778	0	0.584	0.0732	101.868	4
The Leaving Song Pt. II	Sing The Sorrow	43	AFI	2Hm9AqQhCUcSPs6yhSTAjt	211040	False	0	0.381	0.804	3	-5.89	0	0.0404	0.00168	0.000461	0.589	0.473	177.782	4
So Entertaining (Album Version)	So Entertaining	42	Gus And Frank	590rNGcSXofWqg019ap2EN	227186	True	8	0.545	0.889	7	-5.35	1	0.124	0.0321	0	0.449	0.23	165.133	4
Watch Out Boys	Tough Love (Std Edition)	41	Magic Dirt	2RezYNxbOxrKAwNYfFJs6k	204093	False	22	0.467	0.946	9	-3.96	1	0.0618	0.00275	0.000512	0.404	0.089	147.824	4
Music	Learn Yourself	39	The Beautiful Girls	4qQ1MTfwYmqP86QpVklj4R	211733	False	0	0.657	0.691	10	-6.561	1	0.0469	0.296	0.00112	0.822	0.136	96.982	4
Song for a Sleepwalker	The Official Fiction	38	Something For Kate	5i1YECTDANoytbM2yXgtyf	233800	False	0	0.394	0.691	3	-6.064	1	0.0325	0.0749	0.0868	0.277	0.109	144.179	4
Step Into My Office, Baby	Dear Catastrophe Waitress	37	Belle & Sebastian	2wq3IABSPtBFush3qsfZoK	252333	False	36	0.51	0.557	2	-8.613	1	0.0443	0.364	0	0.508	0.417	135.701	4
Tabloid Magazine	MODERN ARTillery (U.S. Version)	35	The Living End	1rmAUmr5GyjEIXJcCoqz6x	200626	False	9	0.565	0.965	11	-3.484	0	0.0725	0.000561	0	0.669	0.539	147.161	4
Lovesong	Audio Out	34	Amiel	77pcKRvZKE0CDtxo7qptmE	211346	True	0	0.681	0.674	9	-6.165	0	0.0333	0.581	1.92e-05	0.242	0.105	130.079	4
One Second Of Insanity	Begins Here	33	The Butterfly Effect	4cygTpluHlrPSOda84encp	142933	False	0	0.472	0.871	7	-4.653	1	0.0599	5.36e-05	0	0.422	0.146	102.081	4
Hysteria	Absolution	32	Muse	7xyYsOvq5Ec3P4fr6mM9fD	227440	False	67	0.412	0.92	9	-4.852	0	0.0575	0.000456	0.0026	0.455	0.11	93.162	4
The Outsider	Thirteenth Step	31	A Perfect Circle	6CqYhhUPJORx1vvdTNc8jv	246000	False	62	0.328	0.842	6	-6.644	1	0.0882	0.000111	0.803	0.422	0.0496	113.329	4
Girl's Not Grey	Sing The Sorrow	30	AFI	1LOocnu0DXrsIoOAN7sPpe	190493	False	0	0.399	0.902	8	-4.465	0	0.0366	0.00702	0.000209	0.68	0.223	121.877	4
Running Up That Hill	Best Of The Bands	29	Placebo	42WPVWtxYdFE9fb8Vp24FR	294093	False	42	0.431	0.458	10	-11.147	0	0.0481	0.284	0.479	0.132	0.107	180.013	4
Look Good In Leather	The Headphone Masterpiece	27	Cody Chesnutt	69rlRwaUeGm8I0s7Hgy0Ua	235920	False	0	0.731	0.861	0	-4.868	1	0.0671	0.263	0.0298	0.965	0.313	123.483	4
The Seed (2.0)	Phrenology (UK edition with 1 bonus track)	26	The Roots, Cody Chesnutt	1clsPjKtYtIsnwqMMIV2QT	267920	True	6	0.754	0.955	7	-2.272	1	0.0355	0.0363	0	0.962	0.115	111.124	4
Rockin' Rocks	Vulture Street	25	Powderfinger	2VBl9IGtMTeKWomxXQ5Aj7	184360	False	0	0.361	0.992	5	-3.913	1	0.0819	0.000805	0.0207	0.211	0.315	136.464	4
Stumblin'	Vulture Street	24	Powderfinger	3DRkXI3vNHNSBQILplG2fb	226026	False	1	0.535	0.868	1	-4.241	1	0.0504	0.000104	0.185	0.569	0.0417	125.196	4
Who's Ya Daddy?	Bad Blood!!!	23	Gerling	3vw0aYqhFyfaC3U1X4WbpG	226120	False	14	0.805	0.775	7	-5.505	0	0.169	0.00905	0.0323	0.864	0.155	130.028	4
Milkshake	Tasty	22	Kelis	2cMTIlktg3M9mXYqCPqw1J	182626	False	66	0.881	0.774	1	-6.068	1	0.0439	0.00986	0.0346	0.759	0.206	112.968	4
Satisfaction - Original	Hypnotica	21	Benny Benassi presents The Biz	41N46fZZDok0gY5y49JFia	285544	False	1	0.792	0.704	11	-3.684	1	0.122	0.177	0.14	0.356	0.0749	130.022	4
The Golden Path	Brotherhood	20	The Chemical Brothers	3IxTzXsvEeKmVDewO5Gqp9	287440	False	45	0.642	0.83	2	-5.903	1	0.0336	0.263	0.0032	0.551	0.0839	135.982	4
Good Luck	Kish Kash	19	Basement Jaxx, Lisa Kekaula	1YeFOQ80u4YmNd7EXnAuZ4	282306	False	3	0.565	0.972	5	-3.091	1	0.174	0.0584	3.37e-06	0.316	0.603	154.064	4
Reptilia	Room On Fire	18	The Strokes	57Xjny5yNzAcsxnusKmAfA	219753	False	69	0.486	0.666	9	-5.084	1	0.033	0.000563	0.789	0.741	0.101	157.992	4
We Don't Play Guitars	We Don't Play Guitars	17	Chicks On Speed	7mNrV7S4YXodH17RYQmkUP	235973	False	18	0.68	0.71	1	-6.317	1	0.0369	0.000332	5.59e-05	0.47	0.104	104.037	4
Lines	Feeler	15	Pete Murray	2vBEbktgw1X55aVbpzmROM	180853	False	30	0.496	0.812	9	-6.879	1	0.0287	0.0359	2.37e-05	0.586	0.392	136.241	4
Move Your Feet	D-D-Don't Don't Stop The Beat	14	Junior Senior	5TCTYjsB1gSKF38qKqgXe4	182773	False	1	0.746	0.9	9	-2.679	1	0.0804	0.0441	0.0959	0.844	0.286	118.902	4
Girl, You Have No Faith In Medicine	Elephant	12	The White Stripes	4rYlKl0AI9uUCnFQXSmjFF	197733	False	10	0.296	0.983	9	-4.171	0	0.429	0.0227	0.000411	0.305	0.122	151.922	4
Break It Down James Brown	Break It Down James Brown	11	Offcutts	6mhvANaqstmDF0eVW9jaE2	154746	False	8	0.692	0.977	2	-2.611	1	0.0972	0.239	3.11e-06	0.793	0.131	132.057	4
Vampire Racecourse	Lovers	10	The Sleepy Jackson	7tKJKT3Eta8sCJFGcPs4zX	190506	False	19	0.511	0.983	2	-3.152	1	0.0439	0.000624	0.101	0.624	0.285	130.063	4
Doctor Doctor	Sound Shattering Sound	9	Gyroscope	4Ree1GExHpxjFvMnJLLDj6	167946	False	25	0.35	0.878	0	-3.491	1	0.0505	0.000538	0.00165	0.333	0.312	152.35	4
I Just Don't Know What To Do With Myself	Elephant	8	The White Stripes	2STKkcZkAEBGU3ekVrHYDr	166533	False	18	0.366	0.721	0	-8.094	1	0.106	0.656	0	0.365	0.107	94.122	4
In The Cold, Cold Night	Elephant	7	The White Stripes	6Ho4l3GybjYrURJiT8wAbq	178413	False	13	0.573	0.212	2	-14.672	1	0.0326	0.198	0.00983	0.116	0.156	111.579	4
Special Needs	Sleeping With Ghosts	6	Placebo	63Cg39cB5xAmjObaKPAd9z	315986	False	0	0.3	0.564	10	-10.163	0	0.0341	0.000906	0.811	0.0405	0.0924	177.936	4
Man of Constant Sorrow - Kraak & Smaak Remix	The Remix Sessions	5	Skeewiff	4WgoxNaSMH3qFUI4cYokE0	294906	False	0	0.557	0.668	7	-7.135	1	0.0274	0.0142	0.38	0.331	0.0907	96.92	4
Growing on Me	Permission To Land	4	The Darkness	77asYwewm0lXvz76inosJm	208880	False	48	0.401	0.848	2	-4.247	1	0.0484	0.00034	2.26e-05	0.487	0.342	136.214	4
Out of Time	Think Tank	3	Blur	78kYERG8Ph4s0D8SAmaW4r	231573	False	0	0.539	0.45	0	-8.895	1	0.0264	0.0324	0.00233	0.35	0.364	138.716	4
Inertiatic Esp	Deloused in the Comatorium	2	The Mars Volta	16Elz7HJPLZPMylp13ewxv	263773	False	50	0.227	0.853	6	-3.424	0	0.0949	0.00364	0.000106	0.419	0.665	169.51	3
The Chariot	Two Shoes	1	The Cat Empire	3YzDtbrp2ZNlyhnQBlXqnt	307400	False	0	0.488	0.744	0	-5.45	0	0.0523	0.429	3.55e-06	0.838	0.146	142.064	4
