Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Prisoner of Society	The Living End	86	The Living End	2HY0xuuAqkGAlocHJ2Plu3	229066	False	43	0.275	0.993	9	-5.474	0	0.138	0.000186	0	0.19	0.302	148.725	4
Everybody's Free (To Wear Sunscreen)	Everybody's Free (To Wear Sunscreen)	85	Quindon Tarver, Josh Abrahams	1TQ6a2NEA8LmKfgf0yeBvT	309133	False	50	0.827	0.526	6	-13.365	0	0.363	0.639	8.2e-06	0.801	0.391	91.552	4
Crazy	Time To Leave	84	Cordrazine	7GwsxSxipiRlQq7BxR2J14	244266	False	28	0.368	0.396	9	-10.841	0	0.0299	0.327	3.87e-06	0.338	0.124	82.331	4
Into My Arms - 2011 - Remaster	The Boatman’s Call (2011 - Remaster)	83	Nick Cave & The Bad Seeds	1rjUQbGliFMhQZK1cx5JpY	256120	False	1	0.484	0.0874	0	-17.796	1	0.0394	0.894	0.154	0.219	0.11	94.163	4
I Will Survive	Fashion Nugget	81	Cake	0qgiFuYhYuwtFXEwYakddE	310600	False	61	0.507	0.683	7	-8.079	1	0.0316	0.303	0.000132	0.901	0.142	95.732	4
Monkey Wrench	The Colour And The Shape	80	Foo Fighters	0Y6LOyCGL6AgWDc0zGcLKt	231160	False	1	0.405	0.962	4	-4.81	1	0.0766	2.99e-05	5.11e-05	0.703	0.124	174.098	4
The Drugs Don't Work	Urban Hymns	79	The Verve	2KArbNRAnfGcnZ1gSYhVy5	305066	False	11	0.44	0.498	0	-9.788	1	0.0264	0.229	0	0.157	0.173	77.368	4
Calypso	Beer, Blokes & BBQ's 3	78	Spiderbait	6xOQRhDtt4G5jSe8x8YuFB	109813	False	0	0.336	0.725	9	-7.593	1	0.0357	0.00544	0.168	0.355	0.101	93.801	3
A.D.I.D.A.S.	The Essential Korn	77	Korn	1zcGLeBQc9c1dtoRv62O3N	152880	True	36	0.33	0.893	11	-6.62	0	0.185	0.00195	0.00381	0.309	0.116	112.231	4
Hitchin' A Ride	Nimrod	76	Green Day	6WlmA3HPHuNIR2mxI8LkZF	171466	False	60	0.424	0.919	9	-4.629	1	0.1	0.00306	0.00674	0.684	0.123	163.732	4
The Perfect Drug	Lost Highway	75	Nine Inch Nails	4RM8nJNVD1Js0LdIARc04O	315440	False	42	0.626	0.884	5	-8.918	0	0.0988	0.0198	0.00625	0.279	0.295	149.025	4
The Door	Freak Show	74	Silverchair	58nHFSWj5N5JxNtWgS85TL	213133	False	43	0.177	0.823	7	-5.561	1	0.0604	0.000406	0.00537	0.363	0.242	184.26	4
Cows With Guns	Cows With Guns	73	Dana Lyons	10RIPN2gTVDglrvU8IU3dQ	313906	False	0	0.583	0.286	9	-12.572	0	0.0699	0.864	0.000501	0.327	0.666	90.026	4
Semi-Charmed Life	Third Eye Blind	72	Third Eye Blind	42et6fnHCw1HIPSrdPprMl	268360	False	74	0.64	0.864	7	-6.576	1	0.0315	0.00832	0	0.7	0.123	102.026	4
Ashes to Ashes	Album of the Year	70	Faith No More	0FxRbTtlo8AutEbifokqGf	217333	False	45	0.57	0.866	2	-6.106	0	0.0281	9.87e-05	0.000355	0.358	0.144	98.551	4
Military Strongmen	Slightly Odway	68	Jebediah	3azxK6VZFOSJmh5NjABi9W	207733	False	32	0.366	0.914	1	-4.427	1	0.0476	0.00167	0	0.618	0.342	136.873	4
DCx3	Best In Show	67	Grinspoon	6NyX0QeJBkQL9FshyNVrA5	175853	True	21	0.42	0.895	0	-6.682	1	0.0319	1.87e-06	0.147	0.705	0.0861	81.51	4
Summertime	Static And Silence	66	The Sundays	4WrYLfuJg2wNLwvSRHZwxl	214893	False	37	0.615	0.65	9	-7.201	1	0.0405	0.147	4.3e-05	0.79	0.0757	95.998	4
Mutilated Lips	The Mollusk	65	Ween	3fsnRK4dEe7NykXL5anAGp	228800	False	45	0.565	0.657	8	-8.526	1	0.0273	0.0587	0.000151	0.361	0.331	136.05	4
Naughty Boy	Pink Pills	64	The Mavis'S	5R9rIcM9OK2IhHelC3ARzv	193133	False	27	0.359	0.772	2	-7.571	1	0.051	2.4e-06	0.782	0.385	0.102	132.739	4
Captain (Million Miles an Hour)	Elsewhere For 8 Minutes	62	Something For Kate	1bOjAQHYtPIsZfPAc1Qq61	282800	False	41	0.395	0.832	4	-6.82	1	0.0449	0.00134	0.00221	0.639	0.104	139.981	3
Why's Everybody Always Pickin' On Me?	One Fierce Beer Coaster	61	Bloodhound Gang	6x4UJWIhNrtV0wDFKsNfg1	202093	True	0	0.877	0.483	6	-11.866	1	0.0426	0.487	4.3e-06	0.961	0.236	114.032	4
Deadweight	Odelay - Deluxe Edition	60	Beck	6evxJuCHNDTHGg7Z4BIbZq	372386	False	0	0.687	0.867	1	-6.901	0	0.114	0.193	0.00924	0.733	0.66	124.933	4
Brimful of Asha	Brimful of Asha	59	Cornershop	3Zh5cecN8TqelTN30SJUww	247960	False	44	0.829	0.831	9	-6.304	1	0.0356	0.388	0	0.923	0.0796	110.074	4
You're Not The Only One Who Feels This Way	Eleventh Avenue	58	Ammonia	376QwtHvmpIQ27yQVEEoLz	233733	False	25	0.332	0.659	5	-8.211	0	0.0455	0.00334	0.00329	0.307	0.063	123.196	4
Temptation	Transmission	57	The Tea Party	3bvXwsvRllbsNXLbyfW2xM	205173	False	26	0.481	0.914	11	-7.959	0	0.0696	0.0978	0.0191	0.0764	0.157	96.947	4
Wrong Number	Greatest Hits	56	The Cure	0DorcNtaYh1iZMtYSCafvY	360560	False	31	0.551	0.966	2	-3.833	1	0.0417	0.0222	0.00147	0.493	0.135	120.089	4
Fire Water Burn	One Fierce Beer Coaster	55	Bloodhound Gang	6EdUE6TbcVzxfDnBZPTAg5	291800	True	6	0.687	0.565	7	-9.613	1	0.0316	0.0682	0.599	0.613	0.101	97.084	4
(Can't You) Trip Like I Do	Spawn The Album	54	Filter, The Crystal Method	5Vip8qySvWP12QaJoPliOA	268800	False	47	0.343	0.967	8	-5.45	1	0.224	9.45e-05	0.00923	0.166	0.683	119.582	4
Anatomically Correct	We Have The Technology	53	Custard	3dk9yC7HFN9xosS0JVPH4o	163106	False	23	0.715	0.739	4	-6.94	1	0.0256	0.019	0.0119	0.843	0.0881	125.94	4
From Here On In	From Here On In: The Singles 1997-2004	52	The Living End	67QQvet4Rdx62dgVXkNNgH	161920	False	0	0.29	0.995	0	-3.85	1	0.0586	0.00144	2.28e-06	0.636	0.14	142.026	4
Eat Me	Fresh Meat	51	Arkarna	71DPl8UKOcOB1xNmMK9sx5	246106	False	16	0.648	0.844	11	-6.799	0	0.0472	0.00318	0.0119	0.812	0.0322	132.986	4
So Much for the Afterglow	So Much For The Afterglow	50	Everclear	10yqORzsT4ZD9byA7EQjsS	233866	False	0	0.349	0.949	9	-7.114	1	0.369	0.00521	0.831	0.108	0.096	149.897	4
#1 Crush	Absolute Garbage	49	Garbage	6hvwc95jXLw5z2kT73y6I5	285106	False	4	0.626	0.659	2	-7.158	0	0.0237	0.000345	0.00106	0.484	0.35	94.197	4
You Sound Like Louis Burdett - Original	Eternal Nightcap	48	The Whitlams	5si7JK9EcaMkfn5pERSajB	241733	True	4	0.574	0.889	1	-6.626	1	0.135	0.0159	0	0.695	0.184	97.706	4
Everything To Everyone	So Much For The Afterglow	47	Everclear	1ehYgygYqN9SRpTMYT1zYV	200266	False	1	0.646	0.945	0	-5.689	1	0.0473	0.0919	1.53e-05	0.796	0.0599	100.027	4
Love Rollercoaster	Beavis And Butt-Head Do America (Soundtrack)	46	Red Hot Chili Peppers	6eaOkL8CmIQeqXHJ4iFZkK	277200	False	0	0.714	0.988	7	-5.148	1	0.0797	0.0314	0	0.423	0.227	116.022	4
Funky Shit	The Fat of the Land	45	The Prodigy	3zMu4NloKUhA7jYqyP3HTB	316426	True	12	0.702	0.989	4	-5.239	1	0.0801	0.155	0.816	0.261	0.629	125.008	4
Girl At The Bus Stop	This Is My Drug Hell	44	My Drug Hell	5hKaXKPsF9axqmRWRLcB4i	207386	False	0	0.627	0.65	11	-7.419	1	0.0264	0.0571	0.0927	0.541	0.0891	93.283	4
I Go Off	Diana Ah Naid	43	Diana Ah Naid aka Diana Anaid	1beQUmY625VZThOXN46SIB	189826	False	0	0.649	0.385	0	-6.238	1	0.128	0.788	1.77e-05	0.715	0.148	121.71	4
Your Woman	Women In Technology	42	White Town	4ACxa9buEUnOdYEoPcnMpi	259893	False	60	0.815	0.605	5	-9.118	0	0.0368	0.033	0.684	0.795	0.114	102.643	4
New York City	Factory Showroom	41	They Might Be Giants	5iHaYd7RynLUZOH9GlsK7h	183453	False	30	0.527	0.841	4	-7.044	1	0.0953	0.151	0.000397	0.835	0.232	105.028	4
Block Rockin' Beats	Brotherhood	40	The Chemical Brothers	2wPFy7SAFnt9Nj2TipWcqb	294026	False	53	0.606	0.977	1	-3.642	1	0.06	0.0206	0.5	0.809	0.179	109.41	4
Repeat	Guide To Better Living	38	Grinspoon	0vsde7rAHzDPgC6Bpo5acP	198133	False	29	0.417	0.568	0	-6.84	1	0.0364	0.00111	0.0058	0.619	0.0986	152.164	4
Stripsearch	Album of the Year	37	Faith No More	7LowgK4Nyv55acdvCg3Zs3	269893	False	44	0.645	0.687	6	-6.812	0	0.0255	0.00105	0.0133	0.526	0.273	135.756	4
The Outdoor Type	The Tao of Steve	36	The Lemonheads	57TMZ8IP6ytfWEGoXoEqou	152960	False	0	0.425	0.622	2	-7.835	1	0.0294	0.46	0.0106	0.679	0.157	171.169	4
Jc	Double Allergic	35	Powderfinger	74u7fccl25bxtNAxVcOQcH	170360	False	30	0.515	0.498	9	-12.232	1	0.0328	0.0487	0.479	0.418	0.141	109.718	4
I Choose	Ixnay On The Hombre	34	The Offspring	1IpGCA8OpeydvA9cP1eIIL	235055	False	0	0.553	0.964	7	-3.162	1	0.0931	0.15	2.3e-05	0.492	0.35	120.489	4
Cosmic Girl	Travelling Without Moving	33	Jamiroquai	00onJIqBzQowrgQLX7f6NT	243933	False	0	0.64	0.871	1	-10.393	0	0.0472	0.0424	0.0033	0.933	0.283	119.802	4
Waving My Dick in the Wind	The Mollusk	32	Ween	3VdaHDwoSEnu3ahDahD0Ci	131733	False	44	0.647	0.97	1	-6.694	0	0.0424	0.00163	0.696	0.948	0.081	145.822	4
Place Your Hands	Glow	31	Reef	760OzPZCPfqhFUZZT6Ui41	218426	False	1	0.507	0.978	2	-4.52	1	0.087	0.03	0	0.534	0.238	109.369	4
Pulse	Last of the V8 Interceptors	29	Front End Loader	0IGHxpupMH1jwiZv14G6Uy	187666	False	30	0.233	0.887	8	-6.724	1	0.0963	0.000466	0	0.256	0.348	200.378	4
Lakini's Juice	Secret Samadhi	28	Live	3vcybGRC3eU6btnEWuFWII	299266	False	50	0.401	0.686	1	-7.012	1	0.0405	5.25e-05	0.112	0.395	0.0791	91.456	4
The Ghost of Tom Joad	Renegades	27	Rage Against The Machine	3CCf4QWbFngXoIO1cLTj1L	338333	False	51	0.313	0.915	7	-4.86	1	0.345	0.016	5.11e-05	0.206	0.206	137.849	4
Female Of The Species	Spiders	26	Space	4oWmifC8SThccLseeRcKVj	199066	False	2	0.654	0.773	7	-6.484	0	0.027	0.0123	0	0.677	0.155	108.03	4
Legend Of A Cowgirl	The Essential Urban	25	Imani Coppola	4PfoyCTWKEwyKp6Hav76TR	228293	False	6	0.741	0.596	6	-5.497	1	0.0388	0.0222	0	0.533	0.0819	129.322	4
Lovefool	First Band On The Moon	24	The Cardigans	0u4htORODiTK9vHVA89MQX	193893	False	69	0.64	0.602	9	-7.902	1	0.0299	0.0646	0	0.951	0.375	111.87	4
All Mine	Portishead	22	Portishead	785Qya5mtMUwBQtuypVqrx	240626	False	51	0.573	0.686	11	-2.706	1	0.0549	0.103	0.0117	0.29	0.112	60.191	4
Faded	The Will To Live	21	Ben Harper	3Bt5vZFjstranJlqhwpuZz	289226	False	38	0.32	0.708	9	-11.314	1	0.0398	0.00137	0.102	0.166	0.308	89.965	4
Did It Again	Impossible Princess (Deluxe Edition)	20	Kylie Minogue	06N6MhUlurBOamI1rK9u2U	261973	False	36	0.686	0.871	11	-5.479	0	0.0311	0.0153	0.0105	0.771	0.125	119.018	4
Shake Hands With Beef	Brown Album	19	Primus	0HFJYzYEFNX4h72t8FB7cq	243040	False	0	0.807	0.725	7	-10.768	1	0.0617	0.273	0.313	0.783	0.282	96.639	4
I Wanna Be A Drug-Sniffing Dog	Pure Chewing Satisfaction	18	Lard	2NxlCd1prXgNeegHUrue1p	197773	False	22	0.517	0.997	11	-4.88	1	0.0876	0.0159	0.0466	0.398	0.112	148.062	4
Feelin' Kinda Sporty	The Devil Drives	17	Dave Graney & The Coral Snakes	6bVLVGAojMTXIcA5w21rGP	190013	False	13	0.561	0.914	2	-3.953	1	0.0629	0.0697	0	0.513	0.432	129.938	4
Nightmare - Sinister Strings Mix	Nightmare	16	Brainbug	7FjcBjKEb6phPAZYfBlG3U	409866	False	0	0.802	0.915	7	-9.149	0	0.0325	0.0664	0.0329	0.0354	0.094	133.994	4
Smokin' Johnny Cash	Spin The Bottle	15	The Blackeyed Susans	3jwitHzxc23lYGQoG4NiDe	229360	False	21	0.409	0.964	2	-4.805	0	0.0802	3.91e-05	0.000319	0.618	0.301	112.396	4
6 Underground	Becoming Remixed	14	Sneaker Pimps	11hHadYUxxnV6ANwIJsclx	367173	False	1	0.467	0.693	11	-5.473	0	0.0368	0.155	0.154	0.462	0.115	180.112	4
Not If You Were The Last Junkie On Earth	...The Dandy Warhols Come Down	12	The Dandy Warhols	6knnw2F8PneXpkMcMmGY8e	191285	False	0	0.458	0.596	9	-8.912	1	0.0333	0.000373	0.595	0.395	0.0928	116.011	4
Society	Full Circle	11	Pennywise	4F44hCgDwFMfCgIEbj2noD	204786	False	0	0.448	0.971	4	-5.0	0	0.0551	0.00168	3.22e-05	0.677	0.0752	87.947	4
Remember Me	Forever 90	10	Blue Boy	6RfhDBhUbdYKVCnK1DMTF6	228205	False	2	0.829	0.637	1	-15.828	1	0.0543	0.0822	0.0247	0.964	0.0281	101.103	4
Weightlessness	Chin Chin	8	Skunkhour	6GXJifG7ZeSGnJYpZZE6T9	237493	False	33	0.614	0.877	5	-7.552	0	0.0648	0.000109	0.448	0.724	0.209	102.959	4
Don't Leave	Reverence	6	Faithless, Rollo Armstrong, Sister Bliss	7F0pt4jHc0P99xohzk3anL	240266	False	0	0.682	0.382	6	-8.692	1	0.0457	0.147	0.000177	0.403	0.532	144.004	4
Bound For The Floor	As Good As Dead	5	Local H	3cbTV3IZZvSBYVcl0xuZbY	222960	False	49	0.652	0.513	6	-7.418	1	0.0625	0.000138	0.00769	0.605	0.0613	119.283	4
The Future'S Overrated - 7" Mix	The Future'S Overrated	4	Arkarna, London W10, Mixed By Ollie @ Roll Over Studio	0amt2EHC3LHYyz8S6LmZl7	261333	False	10	0.649	0.81	7	-8.828	1	0.0473	0.0783	1.22e-05	0.689	0.053	92.653	4
Da Funk	Homework	3	Daft Punk	0MyY4WcN7DIfbSmp5yej5z	328680	False	58	0.806	0.7	0	-5.269	0	0.0752	0.00196	0.891	0.892	0.267	111.215	4
Naked Eye	Fever In Fever Out	2	Luscious Jackson	6YtkOhiHmf46w1noltVnF2	280693	False	47	0.737	0.657	4	-10.962	0	0.0284	0.0863	0.0339	0.76	0.0953	131.022	4
I Give In	Effigy	1	Effigy	5P3bN3Ji2sNzTOkgimlqW5	280400	False	17	0.641	0.693	9	-7.886	1	0.0426	0.000871	0.00441	0.614	0.102	139.003	3
